fecha,visitas,anio,mes,dia_semana,numero_semana,año,día_mes,día_semana,número_semana,trimestre,es_fin_semana,días_desde_inicio,promedio_móvil_7,promedio_móvil_30,std_móvil_7,cambio_anterior,cambio_semana_anterior,visitas_lag_1,visitas_lag_7,visitas_lag_30,promedio_7_dias_pasados
2022-01-31,174,2022,1,Monday,6,2022,31,0,5,1,0,30,126.0,117.83333333333333,39.547439866570386,5.0,25.0,169.0,149.0,109.0,122.42857142857143
2022-02-01,197,2022,2,Tuesday,6,2022,1,1,5,1,0,31,134.0,119.83333333333333,47.87483681434331,23.0,56.0,174.0,141.0,137.0,126.0
2022-02-02,118,2022,2,Wednesday,6,2022,2,2,5,1,0,32,134.85714285714286,118.3,47.4672819649794,-79.0,6.0,197.0,112.0,164.0,134.0
2022-02-03,71,2022,2,Thursday,6,2022,3,3,5,1,0,33,136.28571428571428,115.46666666666667,44.9581816273534,-47.0,10.0,118.0,61.0,156.0,134.85714285714286
2022-02-04,119,2022,2,Friday,6,2022,4,4,5,1,0,34,138.71428571428572,116.83333333333333,43.223119915597216,48.0,17.0,71.0,102.0,78.0,136.28571428571428
2022-02-05,119,2022,2,Saturday,6,2022,5,5,5,1,1,35,138.14285714285714,119.03333333333333,43.49110472816472,0.0,-4.0,119.0,123.0,53.0,138.71428571428572
2022-02-06,187,2022,2,Sunday,6,2022,6,6,5,1,1,36,140.71428571428572,121.93333333333334,46.07499063380006,68.0,18.0,119.0,169.0,100.0,138.14285714285714
2022-02-07,155,2022,2,Monday,7,2022,7,0,6,1,0,37,138.0,122.96666666666667,44.313278672048945,-32.0,-19.0,187.0,174.0,124.0,140.71428571428572
2022-02-08,142,2022,2,Tuesday,7,2022,8,1,6,1,0,38,130.14285714285714,123.03333333333333,36.25110835744002,-13.0,-55.0,155.0,197.0,140.0,138.0
2022-02-09,130,2022,2,Wednesday,7,2022,9,2,6,1,0,39,131.85714285714286,121.66666666666667,35.86283392514955,-12.0,12.0,142.0,118.0,171.0,130.14285714285714
2022-02-10,115,2022,2,Thursday,7,2022,10,3,6,1,0,40,138.14285714285714,121.33333333333333,25.887117590470712,-15.0,44.0,130.0,71.0,125.0,131.85714285714286
2022-02-11,114,2022,2,Friday,7,2022,11,4,6,1,0,41,137.42857142857142,122.36666666666666,26.563490877876884,-1.0,-5.0,115.0,119.0,83.0,138.14285714285714
2022-02-12,148,2022,2,Saturday,7,2022,12,5,6,1,1,42,141.57142857142858,124.93333333333334,25.448360411214097,34.0,29.0,114.0,119.0,71.0,137.42857142857142
2022-02-13,185,2022,2,Sunday,7,2022,13,6,6,1,1,43,141.28571428571428,129.8,24.857690196491767,37.0,-2.0,148.0,187.0,39.0,141.57142857142858
2022-02-14,172,2022,2,Monday,8,2022,14,0,7,1,0,44,143.71428571428572,132.76666666666668,27.14598979416229,-13.0,17.0,185.0,155.0,83.0,141.28571428571428
2022-02-15,161,2022,2,Tuesday,8,2022,15,1,7,1,0,45,146.42857142857142,133.23333333333332,27.885821623524905,-11.0,19.0,172.0,142.0,147.0,143.71428571428572
2022-02-16,124,2022,2,Wednesday,8,2022,16,2,7,1,0,46,145.57142857142858,132.4,28.559044935344897,-37.0,-6.0,161.0,130.0,149.0,146.42857142857142
2022-02-17,128,2022,2,Thursday,8,2022,17,3,7,1,0,47,147.42857142857142,131.7,26.594843753737603,4.0,13.0,124.0,115.0,149.0,145.57142857142858
2022-02-18,125,2022,2,Friday,8,2022,18,4,7,1,0,48,149.0,133.1,24.53568829277063,-3.0,11.0,128.0,114.0,83.0,147.42857142857142
2022-02-19,123,2022,2,Saturday,8,2022,19,5,7,1,1,49,145.42857142857142,135.63333333333333,26.450312807584123,-2.0,-25.0,125.0,148.0,47.0,149.0
2022-02-20,204,2022,2,Sunday,8,2022,20,6,7,1,1,50,148.14285714285714,138.6,31.651374753863777,81.0,19.0,123.0,185.0,115.0,145.42857142857142
2022-02-21,201,2022,2,Monday,9,2022,21,0,8,1,0,51,152.28571428571428,141.23333333333332,36.7773222050142,-3.0,29.0,204.0,172.0,122.0,148.14285714285714
2022-02-22,169,2022,2,Tuesday,9,2022,22,1,8,1,0,52,153.42857142857142,141.26666666666668,37.21494835348268,-32.0,8.0,201.0,161.0,168.0,152.28571428571428
2022-02-23,152,2022,2,Wednesday,9,2022,23,2,8,1,0,53,157.42857142857142,141.36666666666667,34.96120298682122,-17.0,28.0,169.0,124.0,149.0,153.42857142857142
2022-02-24,134,2022,2,Thursday,9,2022,24,3,8,1,0,54,158.28571428571428,141.13333333333333,34.18437404094788,-18.0,6.0,152.0,128.0,141.0,157.42857142857142
2022-02-25,143,2022,2,Friday,9,2022,25,4,8,1,0,55,160.85714285714286,142.16666666666666,31.86130658248121,9.0,18.0,134.0,125.0,112.0,158.28571428571428
2022-02-26,147,2022,2,Saturday,9,2022,26,5,8,1,1,56,164.28571428571428,145.03333333333333,28.188143404123522,4.0,24.0,143.0,123.0,61.0,160.85714285714286
2022-02-27,198,2022,2,Sunday,9,2022,27,6,8,1,1,57,163.42857142857142,148.23333333333332,26.83813917330555,51.0,-6.0,147.0,204.0,102.0,164.28571428571428
2022-02-28,221,2022,2,Monday,10,2022,28,0,9,1,0,58,166.28571428571428,151.5,32.06095385207318,23.0,20.0,198.0,201.0,123.0,163.42857142857142
2022-03-01,208,2022,3,Tuesday,10,2022,1,1,9,1,0,59,171.85714285714286,152.8,35.78374198537928,-13.0,39.0,221.0,169.0,169.0,166.28571428571428
2022-03-02,136,2022,3,Wednesday,10,2022,2,2,9,1,0,60,169.57142857142858,151.53333333333333,37.72204104966202,-72.0,-16.0,208.0,152.0,174.0,171.85714285714286
2022-03-03,116,2022,3,Thursday,10,2022,3,3,9,1,0,61,167.0,148.83333333333334,41.02032016777382,-20.0,-18.0,136.0,134.0,197.0,169.57142857142858
2022-03-04,108,2022,3,Friday,10,2022,4,4,9,1,0,62,162.0,148.5,46.23490744736784,-8.0,-35.0,116.0,143.0,118.0,167.0
2022-03-05,146,2022,3,Saturday,10,2022,5,5,9,1,1,63,161.85714285714286,151.0,46.29049064127024,38.0,-1.0,108.0,147.0,71.0,162.0
2022-03-06,226,2022,3,Sunday,10,2022,6,6,9,1,1,64,165.85714285714286,154.56666666666666,50.913091215745894,80.0,28.0,146.0,198.0,119.0,161.85714285714286
2022-03-07,247,2022,3,Monday,11,2022,7,0,10,1,0,65,169.57142857142858,158.83333333333334,56.27272027918193,21.0,26.0,226.0,221.0,119.0,165.85714285714286
2022-03-08,192,2022,3,Tuesday,11,2022,8,1,10,1,0,66,167.28571428571428,159.0,54.75616947192435,-55.0,-16.0,247.0,208.0,187.0,169.57142857142858
2022-03-09,171,2022,3,Wednesday,11,2022,9,2,10,1,0,67,172.28571428571428,159.53333333333333,52.99281173176322,-21.0,35.0,192.0,136.0,155.0,167.28571428571428
2022-03-10,132,2022,3,Thursday,11,2022,10,3,10,1,0,68,174.57142857142858,159.2,50.444217187097415,-39.0,16.0,171.0,116.0,142.0,172.28571428571428
2022-03-11,122,2022,3,Friday,11,2022,11,4,10,1,0,69,176.57142857142858,158.93333333333334,47.559987184106646,-10.0,14.0,132.0,108.0,130.0,174.57142857142858
2022-03-12,182,2022,3,Saturday,11,2022,12,5,10,1,1,70,181.71428571428572,161.16666666666666,45.60962722099473,60.0,36.0,122.0,146.0,115.0,176.57142857142858
2022-03-13,245,2022,3,Sunday,11,2022,13,6,10,1,1,71,184.42857142857142,165.53333333333333,49.11502534139347,63.0,19.0,182.0,226.0,114.0,181.71428571428572
2022-03-14,224,2022,3,Monday,12,2022,14,0,11,1,0,72,181.14285714285714,168.06666666666666,44.81230698304724,-21.0,-23.0,245.0,247.0,148.0,184.42857142857142
2022-03-15,230,2022,3,Tuesday,12,2022,15,1,11,1,0,73,186.57142857142858,169.56666666666666,48.496931665337236,6.0,38.0,224.0,192.0,185.0,181.14285714285714
2022-03-16,103,2022,3,Wednesday,12,2022,16,2,11,1,0,74,176.85714285714286,167.26666666666668,58.012724384191756,-127.0,-68.0,230.0,171.0,172.0,186.57142857142858
2022-03-17,145,2022,3,Thursday,12,2022,17,3,11,1,0,75,178.71428571428572,166.73333333333332,56.52643713553953,42.0,13.0,103.0,132.0,161.0,176.85714285714286
2022-03-18,141,2022,3,Friday,12,2022,18,4,11,1,0,76,181.42857142857142,167.3,53.73657085839266,-4.0,19.0,145.0,122.0,124.0,178.71428571428572
2022-03-19,173,2022,3,Saturday,12,2022,19,5,11,1,1,77,180.14285714285714,168.8,53.82820998766537,32.0,-9.0,141.0,182.0,128.0,181.42857142857142
2022-03-20,220,2022,3,Sunday,12,2022,20,6,11,1,1,78,176.57142857142858,171.96666666666667,49.45994050022423,47.0,-25.0,173.0,245.0,125.0,180.14285714285714
2022-03-21,189,2022,3,Monday,13,2022,21,0,12,1,0,79,171.57142857142858,174.16666666666666,45.47474442976438,-31.0,-35.0,220.0,224.0,123.0,176.57142857142858
2022-03-22,198,2022,3,Tuesday,13,2022,22,1,12,1,0,80,167.0,173.96666666666667,39.88734135035832,9.0,-32.0,189.0,230.0,204.0,171.57142857142858
2022-03-23,166,2022,3,Wednesday,13,2022,23,2,12,1,0,81,176.0,172.8,28.530685235374317,-32.0,63.0,198.0,103.0,201.0,167.0
2022-03-24,162,2022,3,Thursday,13,2022,24,3,12,1,0,82,178.42857142857142,172.56666666666666,26.069504169029642,-4.0,17.0,166.0,145.0,169.0,176.0
2022-03-25,132,2022,3,Friday,13,2022,25,4,12,1,0,83,177.14285714285714,171.9,28.345655583813834,-30.0,-9.0,162.0,141.0,152.0,178.42857142857142
2022-03-26,166,2022,3,Saturday,13,2022,26,5,12,1,1,84,176.14285714285714,172.96666666666667,28.638136411834882,34.0,-7.0,132.0,173.0,134.0,177.14285714285714
2022-03-27,212,2022,3,Sunday,13,2022,27,6,12,1,1,85,175.0,175.26666666666668,26.689573494781417,46.0,-8.0,166.0,220.0,143.0,176.14285714285714
2022-03-28,250,2022,3,Monday,14,2022,28,0,13,1,0,86,183.71428571428572,178.7,39.09694909544012,38.0,61.0,212.0,189.0,147.0,175.0
2022-03-29,211,2022,3,Tuesday,14,2022,29,1,13,1,0,87,185.57142857142858,179.13333333333333,40.18232257621571,-39.0,13.0,250.0,198.0,198.0,183.71428571428572
2022-03-30,151,2022,3,Wednesday,14,2022,30,2,13,1,0,88,183.42857142857142,176.8,41.768637129059584,-60.0,-15.0,211.0,166.0,221.0,185.57142857142858
2022-03-31,145,2022,3,Thursday,14,2022,31,3,13,1,0,89,181.0,174.7,43.673027526533346,-6.0,-17.0,151.0,162.0,208.0,183.42857142857142
2022-04-01,147,2022,4,Friday,14,2022,1,4,13,2,0,90,183.14285714285714,175.06666666666666,41.16401572339848,2.0,15.0,145.0,132.0,136.0,181.0
2022-04-02,204,2022,4,Saturday,14,2022,2,5,13,2,1,91,188.57142857142858,178.0,41.03192717408062,57.0,38.0,147.0,166.0,116.0,183.14285714285714
2022-04-03,210,2022,4,Sunday,14,2022,3,6,13,2,1,92,188.28571428571428,181.4,40.84815085865499,6.0,-2.0,204.0,212.0,108.0,188.57142857142858
2022-04-04,227,2022,4,Monday,15,2022,4,0,14,2,0,93,185.0,184.1,35.651086939951874,17.0,-23.0,210.0,250.0,146.0,188.28571428571428
2022-04-05,199,2022,4,Tuesday,15,2022,5,1,14,2,0,94,183.28571428571428,183.2,34.461158259284254,-28.0,-12.0,227.0,211.0,226.0,185.0
2022-04-06,134,2022,4,Wednesday,15,2022,6,2,14,2,0,95,180.85714285714286,179.43333333333334,37.57405386446251,-65.0,-17.0,199.0,151.0,247.0,183.28571428571428
2022-04-07,143,2022,4,Thursday,15,2022,7,3,14,2,0,96,180.57142857142858,177.8,37.89836031130794,9.0,-2.0,134.0,145.0,192.0,180.85714285714286
2022-04-08,152,2022,4,Friday,15,2022,8,4,14,2,0,97,181.28571428571428,177.16666666666666,37.200870445525446,9.0,5.0,143.0,147.0,171.0,180.57142857142858
2022-04-09,186,2022,4,Saturday,15,2022,9,5,14,2,1,98,178.71428571428572,178.96666666666667,35.97088769970472,34.0,-18.0,152.0,204.0,132.0,181.28571428571428
2022-04-10,221,2022,4,Sunday,15,2022,10,6,14,2,1,99,180.28571428571428,182.26666666666668,37.76115413893977,35.0,11.0,186.0,210.0,122.0,178.71428571428572
2022-04-11,207,2022,4,Monday,16,2022,11,0,15,2,0,100,177.42857142857142,183.1,34.22892121611567,-14.0,-20.0,221.0,227.0,182.0,180.28571428571428
2022-04-12,200,2022,4,Tuesday,16,2022,12,1,15,2,0,101,177.57142857142858,181.6,34.3358760038591,-7.0,1.0,207.0,199.0,245.0,177.42857142857142
2022-04-13,158,2022,4,Wednesday,16,2022,13,2,15,2,0,102,181.0,179.4,30.210373494325978,-42.0,24.0,200.0,134.0,224.0,177.57142857142858
2022-04-14,122,2022,4,Thursday,16,2022,14,3,15,2,0,103,178.0,175.8,35.237290853110046,-36.0,-21.0,158.0,143.0,230.0,181.0
2022-04-15,144,2022,4,Friday,16,2022,15,4,15,2,0,104,176.85714285714286,177.16666666666666,36.33377020270348,22.0,-8.0,122.0,152.0,103.0,178.0
2022-04-16,195,2022,4,Saturday,16,2022,16,5,15,2,1,105,178.14285714285714,178.83333333333334,36.866554722985214,51.0,9.0,144.0,186.0,145.0,176.85714285714286
2022-04-17,263,2022,4,Sunday,16,2022,17,6,15,2,1,106,184.14285714285714,182.9,47.02279082681998,68.0,42.0,195.0,221.0,141.0,178.14285714285714
2022-04-18,239,2022,4,Monday,17,2022,18,0,16,2,0,107,188.71428571428572,185.1,51.002334213623044,-24.0,32.0,263.0,207.0,173.0,184.14285714285714
2022-04-19,213,2022,4,Tuesday,17,2022,19,1,16,2,0,108,190.57142857142858,184.86666666666667,51.71349644228017,-26.0,13.0,239.0,200.0,220.0,188.71428571428572
2022-04-20,163,2022,4,Wednesday,17,2022,20,2,16,2,0,109,191.28571428571428,184.0,51.22081050287508,-50.0,5.0,213.0,158.0,189.0,190.57142857142858
2022-04-21,99,2022,4,Thursday,17,2022,21,3,16,2,0,110,188.0,180.7,56.83602144180522,-64.0,-23.0,163.0,122.0,198.0,191.28571428571428
2022-04-22,147,2022,4,Friday,17,2022,22,4,16,2,0,111,188.42857142857142,180.06666666666666,56.459003246772404,48.0,3.0,99.0,144.0,166.0,188.0
2022-04-23,188,2022,4,Saturday,17,2022,23,5,16,2,1,112,187.42857142857142,180.93333333333334,56.385155087892805,41.0,-7.0,147.0,195.0,162.0,188.42857142857142
2022-04-24,275,2022,4,Sunday,17,2022,24,6,16,2,1,113,189.14285714285714,185.7,59.17890550815271,87.0,12.0,188.0,263.0,132.0,187.42857142857142
2022-04-25,231,2022,4,Monday,18,2022,25,0,17,2,0,114,188.0,187.86666666666667,58.12343187848893,-44.0,-8.0,275.0,239.0,166.0,189.14285714285714
2022-04-26,214,2022,4,Tuesday,18,2022,26,1,17,2,0,115,188.14285714285714,187.93333333333334,58.19630163343315,-17.0,1.0,231.0,213.0,212.0,188.0
2022-04-27,164,2022,4,Wednesday,18,2022,27,2,17,2,0,116,188.28571428571428,185.06666666666666,58.12548002873988,-50.0,1.0,214.0,163.0,250.0,188.14285714285714
2022-04-28,114,2022,4,Thursday,18,2022,28,3,17,2,0,117,190.42857142857142,181.83333333333334,54.44525428617011,-50.0,15.0,164.0,99.0,211.0,188.28571428571428
2022-04-29,169,2022,4,Friday,18,2022,29,4,17,2,0,118,193.57142857142858,182.43333333333334,52.105204931488295,55.0,22.0,114.0,147.0,151.0,190.42857142857142
2022-04-30,200,2022,4,Saturday,18,2022,30,5,17,2,1,119,195.28571428571428,184.26666666666668,52.08875209906748,31.0,12.0,169.0,188.0,145.0,193.57142857142858
2022-05-01,240,2022,5,Sunday,18,2022,1,6,17,2,1,120,190.28571428571428,187.36666666666667,44.25198408250308,40.0,-35.0,200.0,275.0,147.0,195.28571428571428
2022-05-02,216,2022,5,Monday,19,2022,2,0,18,2,0,121,188.14285714285714,187.76666666666668,42.27066978188935,-24.0,-15.0,240.0,231.0,204.0,190.28571428571428
2022-05-03,235,2022,5,Tuesday,19,2022,3,1,18,2,0,122,191.14285714285714,188.6,45.064504033768465,19.0,21.0,216.0,214.0,210.0,188.14285714285714
2022-05-04,135,2022,5,Wednesday,19,2022,4,2,18,2,0,123,187.0,185.53333333333333,49.12568913850821,-100.0,-29.0,235.0,164.0,227.0,191.14285714285714
2022-05-05,147,2022,5,Thursday,19,2022,5,3,18,2,0,124,191.71428571428572,183.8,42.02266961896606,12.0,33.0,135.0,114.0,199.0,187.0
2022-05-06,189,2022,5,Friday,19,2022,6,4,18,2,0,125,194.57142857142858,185.63333333333333,40.88543808764997,42.0,20.0,147.0,169.0,134.0,191.71428571428572
2022-05-07,164,2022,5,Saturday,19,2022,7,5,18,2,1,126,189.42857142857142,186.33333333333334,42.327521160812836,-25.0,-36.0,189.0,200.0,143.0,194.57142857142858
2022-05-08,211,2022,5,Sunday,19,2022,8,6,18,2,1,127,185.28571428571428,188.3,37.72140986104274,47.0,-29.0,164.0,240.0,152.0,189.42857142857142
2022-05-09,234,2022,5,Monday,20,2022,9,0,19,2,0,128,187.85714285714286,189.9,40.66295845700606,23.0,18.0,211.0,216.0,186.0,185.28571428571428
2022-05-10,194,2022,5,Tuesday,20,2022,10,1,19,2,0,129,182.0,189.0,35.34590971149765,-40.0,-41.0,234.0,235.0,221.0,187.85714285714286
2022-05-11,130,2022,5,Wednesday,20,2022,11,2,19,2,0,130,181.28571428571428,186.43333333333334,36.48613565778248,-64.0,-5.0,194.0,135.0,207.0,182.0
2022-05-12,135,2022,5,Thursday,20,2022,12,3,19,2,0,131,179.57142857142858,184.26666666666668,38.58694573236384,5.0,-12.0,130.0,147.0,200.0,181.28571428571428
2022-05-13,121,2022,5,Friday,20,2022,13,4,19,2,0,132,169.85714285714286,183.03333333333333,43.997835444593576,-14.0,-68.0,135.0,189.0,158.0,179.57142857142858
2022-05-14,191,2022,5,Saturday,20,2022,14,5,19,2,1,133,173.71428571428572,185.33333333333334,44.57844877559229,70.0,27.0,121.0,164.0,122.0,169.85714285714286
2022-05-15,201,2022,5,Sunday,20,2022,15,6,19,2,1,134,172.28571428571428,187.23333333333332,43.32710577961683,10.0,-10.0,191.0,211.0,144.0,173.71428571428572
2022-05-16,260,2022,5,Monday,21,2022,16,0,20,2,0,135,176.0,189.4,50.08659168546686,59.0,26.0,201.0,234.0,195.0,172.28571428571428
2022-05-17,186,2022,5,Tuesday,21,2022,17,1,20,2,0,136,174.85714285714286,186.83333333333334,49.6971782278384,-74.0,-8.0,260.0,194.0,263.0,176.0
2022-05-18,151,2022,5,Wednesday,21,2022,18,2,20,2,0,137,177.85714285714286,183.9,47.10424103846207,-35.0,21.0,186.0,130.0,239.0,174.85714285714286
2022-05-19,146,2022,5,Thursday,21,2022,19,3,20,2,0,138,179.42857142857142,181.66666666666666,45.595530273837056,-5.0,11.0,151.0,135.0,213.0,177.85714285714286
2022-05-20,115,2022,5,Friday,21,2022,20,4,20,2,0,139,178.57142857142858,180.06666666666666,46.914308914790496,-31.0,-6.0,146.0,121.0,163.0,179.42857142857142
2022-05-21,183,2022,5,Saturday,21,2022,21,5,20,2,1,140,177.42857142857142,182.86666666666667,46.65782229114847,68.0,-8.0,115.0,191.0,99.0,178.57142857142858
2022-05-22,243,2022,5,Sunday,21,2022,22,6,20,2,1,141,183.42857142857142,186.06666666666666,52.52573065605457,60.0,42.0,183.0,201.0,147.0,177.42857142857142
2022-05-23,194,2022,5,Monday,22,2022,23,0,21,2,0,142,174.0,186.26666666666668,41.19061381755165,-49.0,-66.0,243.0,260.0,188.0,183.42857142857142
2022-05-24,202,2022,5,Tuesday,22,2022,24,1,21,2,0,143,176.28571428571428,183.83333333333334,42.39384501597025,8.0,16.0,194.0,186.0,275.0,174.0
2022-05-25,159,2022,5,Wednesday,22,2022,25,2,21,2,0,144,177.42857142857142,181.43333333333334,41.70074796634218,-43.0,8.0,202.0,151.0,231.0,176.28571428571428
2022-05-26,142,2022,5,Thursday,22,2022,26,3,21,2,0,145,176.85714285714286,179.03333333333333,42.22727622216318,-17.0,-4.0,159.0,146.0,214.0,177.42857142857142
2022-05-27,111,2022,5,Friday,22,2022,27,4,21,2,0,146,176.28571428571428,177.26666666666668,43.21926378253998,-31.0,-4.0,142.0,115.0,164.0,176.85714285714286
2022-05-28,148,2022,5,Saturday,22,2022,28,5,21,2,1,147,171.28571428571428,178.4,44.32348619605005,37.0,-35.0,111.0,183.0,114.0,176.28571428571428
2022-05-29,223,2022,5,Sunday,22,2022,29,6,21,2,1,148,168.42857142857142,180.2,39.28891761831901,75.0,-20.0,148.0,243.0,169.0,171.28571428571428
2022-05-30,228,2022,5,Monday,23,2022,30,0,22,2,0,149,173.28571428571428,181.13333333333333,44.70538478272431,5.0,34.0,223.0,194.0,200.0,168.42857142857142
2022-05-31,199,2022,5,Tuesday,23,2022,31,1,22,2,0,150,172.85714285714286,179.76666666666668,44.397554630214344,-29.0,-3.0,228.0,202.0,240.0,173.28571428571428
2022-06-01,157,2022,6,Wednesday,23,2022,1,2,22,2,0,151,172.57142857142858,177.8,44.507891221135054,-42.0,-2.0,199.0,159.0,216.0,172.85714285714286
2022-06-02,109,2022,6,Thursday,23,2022,2,3,22,2,0,152,167.85714285714286,173.6,49.72735186805682,-48.0,-33.0,157.0,142.0,235.0,172.57142857142858
2022-06-03,136,2022,6,Friday,23,2022,3,4,22,2,0,153,171.42857142857142,173.63333333333333,45.69776487188103,27.0,25.0,109.0,111.0,135.0,167.85714285714286
2022-06-04,176,2022,6,Saturday,23,2022,4,5,22,2,1,154,175.42857142857142,174.6,44.515379899749895,40.0,28.0,136.0,148.0,147.0,171.42857142857142
2022-06-05,194,2022,6,Sunday,23,2022,5,6,22,2,1,155,171.28571428571428,174.76666666666668,40.52042400943963,18.0,-29.0,176.0,223.0,189.0,175.42857142857142
2022-06-06,255,2022,6,Monday,24,2022,6,0,23,2,0,156,175.14285714285714,177.8,47.502380892711045,61.0,27.0,194.0,228.0,164.0,171.28571428571428
2022-06-07,199,2022,6,Tuesday,24,2022,7,1,23,2,0,157,175.14285714285714,177.4,47.502380892711045,-56.0,0.0,255.0,199.0,211.0,175.14285714285714
2022-06-08,122,2022,6,Wednesday,24,2022,8,2,23,2,0,158,170.14285714285714,173.66666666666666,51.411505104819355,-77.0,-35.0,199.0,157.0,234.0,175.14285714285714
2022-06-09,131,2022,6,Thursday,24,2022,9,3,23,2,0,159,173.28571428571428,171.56666666666666,47.58050821402364,9.0,22.0,122.0,109.0,194.0,170.14285714285714
2022-06-10,107,2022,6,Friday,24,2022,10,4,23,2,0,160,169.14285714285714,170.8,52.38774847687387,-24.0,-29.0,131.0,136.0,130.0,173.28571428571428
